season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,top15_value_eur,att_value_pct,def_value_pct,mid_value_pct,gk_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_mid,n_gk
2022,Atlanta United FC,ATL,unknown,unknown,2,69075000.0,61350000.0,0.5950054288816504,0.24140427072023163,0.15200868621064062,0.01158161418747738,0.3536011581614188,23.54867897213174,23.88888888888889,0.5356496561708288,36,13,9,10,4
2022,Austin FC,ATX,unknown,unknown,3,37475000.0,26650000.0,0.6210807204803203,0.2561707805203469,0.1027351567711808,0.0200133422281521,0.36490993995997334,27.44362908605737,25.735294117647058,0.3735823882588392,34,11,14,6,3
2022,CF Montréal,MTL,unknown,unknown,1,23525000.0,19950000.0,0.3230605738575983,0.27417640807651433,0.3751328374070138,0.02763018065887354,0.048884165781083955,25.99893730074389,22.96875,0.4038257173219979,32,11,9,9,3
2022,Charlotte FC,CLT,unknown,unknown,9,42275000.0,34500000.0,0.4506209343583678,0.21289178001182732,0.2690715552927262,0.06741573033707865,0.2377291543465405,26.302779420461267,24.62857142857143,0.319337670017741,35,12,13,7,3
2022,Chicago Fire FC,CHI,unknown,unknown,4,34575000.0,30775000.0,0.5784526391901663,0.18799710773680406,0.21764280549530007,0.015907447577729574,0.39045553145336226,26.66015907447578,24.129032258064516,0.4483007953723789,31,11,11,6,3
2022,Colorado Rapids,COL,unknown,unknown,1,41400000.0,32050000.0,0.5368357487922706,0.2107487922705314,0.20350241545893719,0.04891304347826087,0.3260869565217392,24.320048309178745,23.789473684210527,0.3502415458937198,38,14,12,9,3
2022,Columbus Crew,CLB,unknown,unknown,7,60000000.0,50050000.0,0.6745833333333333,0.16083333333333333,0.12166666666666667,0.042916666666666665,0.5137499999999999,25.687083333333334,24.805555555555557,0.55,36,12,13,7,4
2022,D.C. United,DC,unknown,unknown,3,45525000.0,36200000.0,0.5579352004393191,0.20483250961010435,0.19769357495881384,0.039538714991762765,0.35310269082921475,26.728171334431632,25.625,0.3404722679846238,32,12,13,4,3
2022,FC Cincinnati,CIN,unknown,unknown,7,39650000.0,33525000.0,0.5737704918032787,0.3209331651954603,0.06746532156368222,0.03783102143757881,0.2528373266078184,24.94640605296343,23.612903225806452,0.45397225725094575,31,11,11,5,4
2022,FC Dallas,DAL,unknown,unknown,5,46775000.0,39500000.0,0.6071619454836985,0.1635489043292357,0.20309994655264565,0.026189203634420097,0.4436130411544628,23.73650454302512,23.625,0.42757883484767506,32,11,12,5,4
2022,Houston Dynamo FC,HOU,unknown,unknown,3,34470000.0,29035000.0,0.4086161879895561,0.2915578764142733,0.28169422686393963,0.018131708732230925,0.11705831157528285,25.95749927473165,24.09375,0.3568320278503046,32,9,13,7,3
2022,Inter Miami CF,MIA,unknown,unknown,6,145825000.0,135200000.0,0.6624378535916338,0.18858220469741127,0.14195096862677867,0.007028973084176239,0.4738556488942225,29.943082461854964,23.86046511627907,0.5863192182410424,43,16,14,9,4
2022,Los Angeles FC,LAFC,unknown,unknown,2,54345000.0,45750000.0,0.4425430122366363,0.2890790321096697,0.21547520471064496,0.05290275094304904,0.1534639801269666,25.6906799153556,22.477272727272727,0.34041770172048946,44,16,16,8,4
2022,Los Angeles Galaxy,LAG,unknown,unknown,1,51325000.0,38800000.0,0.4612761811982465,0.24695567462250365,0.26546517291768146,0.026302971261568435,0.21432050657574284,25.455918168533852,25.157894736842106,0.3701899659035558,38,13,13,7,5
2022,Minnesota United FC,MIN,unknown,unknown,2,41425000.0,35250000.0,0.5564272782136391,0.140012070006035,0.2703681351840676,0.0331925165962583,0.41641520820760414,27.469523234761617,25.057142857142857,0.44659022329511167,35,13,13,5,4
2022,Nashville SC,NSH,unknown,unknown,0,32775000.0,27000000.0,0.5766590389016019,0.2250190694126621,0.18154080854309687,0.016781083142639208,0.3516399694889398,27.067124332570557,26.857142857142858,0.4271548436308162,28,10,9,6,3
2022,New England Revolution,NE,unknown,unknown,2,50475000.0,39800000.0,0.5359088657751362,0.20703318474492324,0.1485884101040119,0.10846953937592868,0.3288756810302129,27.192669638434868,25.194444444444443,0.35661218424962854,36,13,10,7,6
2022,New York City FC,NYC,unknown,unknown,5,46200000.0,37850000.0,0.5324675324675324,0.1645021645021645,0.2943722943722944,0.008658008658008658,0.36796536796536794,21.915584415584416,23.08823529411765,0.3528138528138528,34,11,14,6,3
2022,Orlando City SC,ORL,unknown,unknown,6,37775000.0,30500000.0,0.6439444076770351,0.14493712772998016,0.12177365982792852,0.08934480476505625,0.49900727994705496,25.43745863666446,23.454545454545453,0.3970880211780278,33,13,11,5,4
2022,Philadelphia Union,PHI,unknown,unknown,2,33425000.0,29600000.0,0.3268511593118923,0.30665669409124907,0.27225130890052357,0.09424083769633508,0.02019446522064322,24.712041884816752,24.0,0.26925953627524307,27,7,9,8,3
2022,Portland Timbers,POR,unknown,unknown,2,38325000.0,30700000.0,0.6196999347684279,0.16960208741030658,0.19243313763861708,0.0182648401826484,0.4500978473581213,26.279843444227005,25.257142857142856,0.37834311806914545,35,13,11,7,4
2022,Real Salt Lake City,RSL,unknown,unknown,5,35275000.0,29350000.0,0.6208362863217576,0.09780297661233169,0.2664776754075124,0.014883061658398299,0.5230333097094259,25.33380581148122,23.61111111111111,0.4677533664068037,36,12,9,12,3
2022,Red Bull New York,NYRB,unknown,unknown,5,28575000.0,23450000.0,0.5354330708661418,0.18722659667541558,0.2458442694663167,0.031496062992125984,0.3482064741907262,23.04374453193351,21.2972972972973,0.3674540682414698,37,14,10,8,5
