season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,top15_value_eur,att_value_pct,def_value_pct,mid_value_pct,gk_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_mid,n_gk
2020,Atlanta United FC,ATL,unknown,unknown,5,74025000.0,62675000.0,0.6568726781492739,0.14454576156703816,0.1746031746031746,0.02397838568051334,0.5123269165822357,24.009118541033434,23.515151515151516,0.4728132387706856,33,12,11,6,4
2020,Austin FC,ATX,unknown,unknown,5,44975000.0,40400000.0,0.7009449694274597,0.11561978877153975,0.1734296831573096,0.010005558643690939,0.5853251806559199,23.69260700389105,23.785714285714285,0.5558643690939411,28,10,11,4,3
2020,CF Montréal,MTL,unknown,unknown,3,29375000.0,24925000.0,0.3676595744680851,0.08340425531914894,0.5140425531914894,0.03489361702127659,0.2842553191489362,25.53191489361702,22.46875,0.5548936170212766,32,11,8,9,4
2020,Chicago Fire FC,CHI,unknown,unknown,7,30925000.0,27700000.0,0.46806790622473726,0.2400970088924818,0.23120452708164915,0.060630557801131774,0.22797089733225545,23.88682295877122,23.22222222222222,0.4042037186742118,27,9,11,4,3
2020,Colorado Rapids,COL,unknown,unknown,3,28850000.0,20625000.0,0.4783362218370884,0.2097053726169844,0.2538994800693241,0.05805892547660312,0.268630849220104,25.205372616984402,24.451612903225808,0.29462738301559793,31,12,10,6,3
2020,Columbus Crew,CLB,unknown,unknown,3,30600000.0,23600000.0,0.46895424836601307,0.2246732026143791,0.23202614379084968,0.07434640522875817,0.24428104575163398,27.35702614379085,26.677419354838708,0.32679738562091504,31,11,10,6,4
2020,D.C. United,DC,unknown,unknown,1,33825000.0,28300000.0,0.5528455284552846,0.16851441241685144,0.2402069475240207,0.038433111603843315,0.3843311160384331,26.722838137472284,24.78125,0.4138950480413895,32,12,10,7,3
2020,FC Cincinnati,CIN,unknown,unknown,2,38325000.0,31625000.0,0.6151337247227658,0.17873450750163078,0.12459230267449445,0.08153946510110893,0.43639921722113506,26.50228310502283,24.939393939393938,0.4827136333985649,33,13,8,7,5
2020,FC Dallas,DAL,unknown,unknown,2,23975000.0,22000000.0,0.37017726798748696,0.27528675703858185,0.3368091762252346,0.017726798748696558,0.0948905109489051,25.493222106360793,22.8,0.33368091762252344,30,10,9,7,4
2020,Houston Dynamo FC,HOU,unknown,unknown,1,18125000.0,13800000.0,0.44551724137931037,0.33793103448275863,0.18482758620689654,0.031724137931034485,0.10758620689655174,26.82344827586207,25.258064516129032,0.2813793103448276,31,9,11,8,3
2020,Inter Miami CF,MIA,unknown,unknown,5,98600000.0,92600000.0,0.5248478701825557,0.23808316430020285,0.21095334685598377,0.026115618661257608,0.2867647058823529,29.27865111561866,25.75,0.6085192697768763,28,9,10,5,4
2020,Los Angeles FC,LAFC,unknown,unknown,5,58575000.0,50800000.0,0.7025181391378574,0.12633376013657704,0.147247119078105,0.02390098164746052,0.5761843790012804,24.37430644472898,22.558823529411764,0.5633802816901409,34,12,12,6,4
2020,Los Angeles Galaxy,LAG,unknown,unknown,4,31500000.0,26700000.0,0.6603174603174603,0.16904761904761906,0.15396825396825398,0.016666666666666666,0.49126984126984125,26.846031746031745,24.032258064516128,0.5079365079365079,31,11,12,5,3
