season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2024,Albacete Balompié,,2026-07-06T01:20:00.369047+00:00,current_scrape,1,20050000.0,0.5810473815461347,0.18453865336658354,0.39650872817955113,24.26932668329177,24.68421052631579,0.39900249376558605,38,13,13,3,ES2,Albacete,full
2024,Burgos CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,1,25675000.0,0.4537487828627069,0.3310613437195716,0.12268743914313535,26.210321324245374,24.40909090909091,0.23369036027263876,44,15,14,5,ES2,Burgos,full
2024,CD Castellón,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,18300000.0,0.5245901639344263,0.2185792349726776,0.30601092896174864,25.153005464480874,24.692307692307693,0.31693989071038253,39,16,9,5,ES2,Castellón,full
2024,CD Eldense,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,14950000.0,0.4816053511705686,0.2508361204013378,0.23076923076923078,25.903010033444815,25.925,0.18729096989966554,40,16,12,5,ES2,,full
2024,CD Mirandés,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,26800000.0,0.4701492537313433,0.25,0.2201492537313433,22.361940298507463,22.78787878787879,0.44776119402985076,33,11,11,3,ES2,Mirandés,full
2024,CD Tenerife,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,16875000.0,0.33925925925925926,0.3466666666666667,-0.007407407407407418,25.651851851851852,25.11111111111111,0.17777777777777778,45,16,15,7,ES2,,full
2024,Cádiz CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,32350000.0,0.48377125193199383,0.2921174652241113,0.19165378670788252,25.690880989180833,24.65909090909091,0.3091190108191654,44,15,16,5,ES2,Cádiz,full
2024,Córdoba CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,14100000.0,0.3404255319148936,0.2978723404255319,0.04255319148936171,25.02127659574468,23.236842105263158,0.19148936170212766,38,13,14,3,ES2,Córdoba,full
2024,Deportivo A Coruña,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,35050000.0,0.7988587731811697,0.09985734664764621,0.6990014265335235,22.686162624821684,25.0,0.5934379457917262,39,17,13,4,ES2,,full
2024,Elche CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,42325000.0,0.4648552864737153,0.32486709982279977,0.13998818665091556,24.616066154754872,24.75609756097561,0.3071470761961016,41,16,12,4,ES2,,full
2024,FC Cartagena,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,12775000.0,0.46966731898238745,0.2857142857142857,0.18395303326810175,25.195694716242663,25.35135135135135,0.24266144814090018,37,13,14,4,ES2,,full
2024,Granada CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,43925000.0,0.5509391007398976,0.25156516789982925,0.29937393284006836,26.0398406374502,24.46153846153846,0.30734206033010814,39,16,12,6,ES2,Granada,full
2024,Levante UD,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,38550000.0,0.383916990920882,0.3164721141374838,0.06744487678339822,23.511024643320365,24.451612903225808,0.4669260700389105,31,10,11,3,ES2,,full
2024,Málaga CF,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,14200000.0,0.5950704225352113,0.2112676056338028,0.38380281690140844,23.260563380281692,24.34285714285714,0.29577464788732394,35,14,11,3,ES2,Málaga,full
2024,Racing Ferrol,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,10250000.0,0.36585365853658536,0.35121951219512193,0.014634146341463428,26.790243902439023,27.966666666666665,0.22439024390243903,30,11,10,3,ES2,,full
2024,Racing Santander,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,38500000.0,0.4551948051948052,0.2551948051948052,0.2,24.217532467532468,23.857142857142858,0.24675324675324675,35,14,13,2,ES2,Racing Santander,full
2024,Real Oviedo,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,35675000.0,0.48072880168185006,0.24106517168885774,0.23966362999299232,26.089698668535387,25.076923076923077,0.25227750525578135,39,13,14,3,ES2,,full
2024,Real Zaragoza,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,37275000.0,0.44399731723675384,0.17169684775318578,0.27230046948356806,23.544600938967136,23.790697674418606,0.22803487592219987,43,14,13,5,ES2,Real Zaragoza,full
2024,SD Eibar,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,22200000.0,0.5067567567567568,0.20270270270270271,0.30405405405405406,25.81981981981982,24.615384615384617,0.2072072072072072,39,16,11,4,ES2,Eibar,full
2024,SD Huesca,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,14700000.0,0.3435374149659864,0.43537414965986393,-0.09183673469387754,26.108843537414966,23.89189189189189,0.21768707482993196,37,13,14,4,ES2,Huesca,full
2024,Sporting Gijón,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,26750000.0,0.5158878504672897,0.22429906542056074,0.2915887850467289,25.246728971962618,24.176470588235293,0.24299065420560748,34,13,12,4,ES2,Sporting Gijón,full
2024,UD Almería,,2026-07-06T01:20:00.369047+00:00,current_scrape,0,68750000.0,0.5054545454545455,0.2421818181818182,0.2632727272727273,24.091636363636365,23.08108108108108,0.3418181818181818,37,13,12,3,ES2,Almería,full
