season,tm_team_name,asa_team_id,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk
2022,Atlanta United FC,ATL,66575000.0,0.6173488546751784,0.21291776192264364,0.40443109275253475,23.80210289147578,23.88888888888889,0.5557641757416447,36,13,9,4
2022,Austin FC,ATX,37100000.0,0.6253369272237197,0.25336927223719674,0.37196765498652296,27.51752021563342,25.735294117647058,0.37735849056603776,34,11,14,3
2022,CF Montréal,MTL,23500000.0,0.32340425531914896,0.274468085106383,0.04893617021276597,26.004255319148935,22.96875,0.40425531914893614,32,11,9,3
2022,Charlotte FC,CLT,38475000.0,0.4743339831059129,0.22742040285899934,0.24691358024691357,26.834307992202728,24.62857142857143,0.3508771929824561,35,12,13,3
2022,Chicago Fire FC,CHI,34050000.0,0.5770925110132159,0.1894273127753304,0.3876651982378855,26.766519823788546,24.129032258064516,0.4552129221732746,31,11,11,3
2022,Colorado Rapids,COL,41150000.0,0.540097205346294,0.20595382746051033,0.3341433778857837,24.334143377885784,23.789473684210527,0.35236938031591736,38,14,12,3
2022,Columbus Crew,CLB,55900000.0,0.693649373881932,0.15652951699463327,0.5371198568872988,26.071109123434706,24.805555555555557,0.590339892665474,36,12,13,4
2022,D.C. United,DC,43225000.0,0.5459803354540197,0.20416425679583575,0.341816078658184,27.273568536726433,25.625,0.3585887796414112,32,12,13,3
2022,FC Cincinnati,CIN,36250000.0,0.6262068965517241,0.2889655172413793,0.3372413793103448,25.084137931034483,23.612903225806452,0.496551724137931,31,11,11,4
2022,FC Dallas,DAL,44150000.0,0.6251415628539071,0.1319365798414496,0.4932049830124575,23.89467723669309,23.625,0.45300113250283125,32,11,12,4
2022,Houston Dynamo FC,HOU,33220000.0,0.39388922335942206,0.29726068633353403,0.09662853702588803,26.21101745936183,24.09375,0.370258880192655,32,9,13,3
2022,Inter Miami CF,MIA,133875000.0,0.7215686274509804,0.16470588235294117,0.5568627450980392,31.00578898225957,23.86046511627907,0.6386554621848739,43,16,14,4
2022,Los Angeles FC,LAFC,53295000.0,0.4362510554461019,0.29008349751383805,0.14616755793226383,25.84219908058917,22.477272727272727,0.3471244957313069,44,16,16,4
2022,Los Angeles Galaxy,LAG,51025000.0,0.458108770210681,0.2484076433121019,0.20970112689857912,25.482116609505145,25.157894736842106,0.37236648701616853,38,13,13,5
2022,Minnesota United FC,MIN,40925000.0,0.5546731826511913,0.13805742211362249,0.41661576053756877,27.547342700061087,25.057142857142857,0.4520464263897373,35,13,13,4
2022,Nashville SC,NSH,32775000.0,0.5766590389016019,0.2250190694126621,0.3516399694889398,27.067124332570557,26.857142857142858,0.4271548436308162,28,10,9,3
2022,New England Revolution,NE,50125000.0,0.5396508728179551,0.2084788029925187,0.3311720698254364,27.244887780548627,25.194444444444443,0.35910224438902744,36,13,10,6
2022,New York City FC,NYC,39600000.0,0.5012626262626263,0.1830808080808081,0.31818181818181823,22.545454545454547,23.08823529411765,0.398989898989899,34,11,14,3
2022,Orlando City SC,ORL,34200000.0,0.6125730994152047,0.15716374269005848,0.45540935672514615,25.931286549707604,23.454545454545453,0.43859649122807015,33,13,11,4
2022,Philadelphia Union,PHI,32675000.0,0.32517214996174443,0.2999234889058914,0.02524866105585305,24.838561591430757,24.0,0.2754399387911247,27,7,9,3
2022,Portland Timbers,POR,38075000.0,0.6198292843072882,0.17071569271175313,0.4491135915955351,26.3263296126067,25.257142857142856,0.3808273145108339,35,13,11,4
2022,Real Salt Lake City,RSL,30625000.0,0.6334693877551021,0.1110204081632653,0.5224489795918368,26.068571428571428,23.61111111111111,0.5224489795918368,36,12,9,3
2022,Red Bull New York,NYRB,26875000.0,0.532093023255814,0.19348837209302325,0.3386046511627907,23.409302325581397,21.2972972972973,0.39069767441860465,37,14,10,5
2022,San Jose Earthquakes,SJ,43400000.0,0.4377880184331797,0.1935483870967742,0.24423963133640553,24.637096774193548,24.214285714285715,0.3225806451612903,28,7,10,3
2022,Seattle Sounders FC,SEA,47550000.0,0.49842271293375395,0.23080967402733965,0.2676130389064143,27.92429022082019,24.484848484848484,0.3890641430073607,33,10,10,4
2022,Sporting Kansas City,SKC,38375000.0,0.6768729641693811,0.1472312703583062,0.529641693811075,27.874918566775243,25.696969696969695,0.50814332247557,33,11,12,3
2022,St. Louis CITY SC,STL,23025000.0,0.44733984799131377,0.31487513572204123,0.13246471226927253,25.517915309446256,23.29032258064516,0.4777415852334419,31,12,11,3
2022,Toronto FC,TOR,86425000.0,0.7058142898466879,0.12872432745154758,0.5770899623951403,28.404107607752387,24.26829268292683,0.6363899334683252,41,14,15,4
2022,Vancouver Whitecaps FC,VAN,39550000.0,0.5132743362831859,0.225031605562579,0.28824273072060685,25.776232616940582,24.0,0.35398230088495575,32,9,9,3
