season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,top15_value_eur,att_value_pct,def_value_pct,mid_value_pct,gk_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_mid,n_gk
2023,Atlanta United FC,ATL,unknown,unknown,0,54525000.0,48050000.0,0.6996790463090325,0.19578175149014213,0.08895002292526365,0.015589179275561669,0.5038972948188905,25.480513525905547,24.61111111111111,0.5502063273727648,36,12,11,10,3
2023,Austin FC,ATX,unknown,unknown,1,51975000.0,43500000.0,0.6142376142376142,0.2405002405002405,0.11928811928811929,0.025974025974025976,0.37373737373737376,27.392496392496394,26.032258064516128,0.46176046176046176,31,10,11,7,3
2023,CF Montréal,MTL,unknown,unknown,2,41200000.0,31250000.0,0.5133495145631068,0.2645631067961165,0.2020631067961165,0.020024271844660196,0.24878640776699035,24.998179611650485,23.181818181818183,0.2912621359223301,33,11,11,8,3
2023,Charlotte FC,CLT,unknown,unknown,7,48625000.0,40800000.0,0.5583547557840617,0.19023136246786632,0.21388174807197943,0.037532133676092545,0.36812339331619537,26.031362467866323,24.42105263157895,0.390745501285347,38,13,12,8,5
2023,Chicago Fire FC,CHI,unknown,unknown,1,42600000.0,34575000.0,0.41431924882629106,0.306924882629108,0.2306338028169014,0.04812206572769953,0.10739436619718307,26.176056338028168,24.333333333333332,0.31690140845070425,39,14,14,8,3
2023,Colorado Rapids,COL,unknown,unknown,0,46450000.0,38825000.0,0.44994617868675996,0.3858988159311087,0.06727664155005382,0.0968783638320775,0.06404736275565126,24.750807319698602,22.87878787878788,0.3444564047362756,33,12,13,5,3
2023,Columbus Crew,CLB,unknown,unknown,4,49275000.0,44450000.0,0.6083206494165398,0.2526636225266362,0.12379502790461694,0.015220700152207,0.35565702688990364,25.057331303906647,23.62857142857143,0.5580923389142567,35,10,11,8,6
2023,D.C. United,DC,unknown,unknown,0,27975000.0,21950000.0,0.4968722073279714,0.2993744414655943,0.14119749776586238,0.06255585344057193,0.1974977658623771,26.569258266309205,25.08823529411765,0.32171581769436997,34,11,11,6,6
2023,FC Cincinnati,CIN,unknown,unknown,3,51650000.0,43375000.0,0.4617618586640852,0.37318489835430785,0.14666021297192644,0.018393030009680542,0.08857696030977735,25.785575992255566,24.057142857142857,0.34849951597289447,35,13,13,5,4
2023,FC Dallas,DAL,unknown,unknown,4,51100000.0,40000000.0,0.6340508806262231,0.21183953033268102,0.12426614481409001,0.02984344422700587,0.42221135029354206,24.445694716242663,23.70731707317073,0.410958904109589,41,16,14,8,3
2023,Houston Dynamo FC,HOU,unknown,unknown,1,34510000.0,29000000.0,0.4733410605621559,0.1456099681251811,0.3607649956534338,0.02028397565922921,0.32773109243697485,26.795566502463053,25.085714285714285,0.34772529701535787,35,13,10,8,4
2023,Inter Miami CF,MIA,unknown,unknown,5,111875000.0,100300000.0,0.6210055865921787,0.21921787709497206,0.1423463687150838,0.01743016759776536,0.40178770949720666,30.591061452513966,24.102564102564102,0.5631284916201117,39,10,13,12,4
2023,Los Angeles FC,LAFC,unknown,unknown,1,66725000.0,58750000.0,0.2787560884226302,0.3979018358935931,0.19857624578493818,0.12476582989883851,-0.1191457474709629,27.874484825777444,24.324324324324323,0.3372049456725365,37,14,13,6,4
2023,Los Angeles Galaxy,LAG,unknown,unknown,1,47925000.0,42900000.0,0.5273865414710485,0.1507563901930099,0.297339593114241,0.024517475221700575,0.37663015127803856,27.043818466353677,24.7,0.4381846635367762,30,10,10,7,3
2023,Minnesota United FC,MIN,unknown,unknown,1,45860000.0,37450000.0,0.544047099869167,0.12320104666375926,0.2965547317924117,0.03619712167466201,0.42084605320540774,25.94341474051461,23.84090909090909,0.3706934147405146,44,13,16,10,5
2023,Nashville SC,NSH,unknown,unknown,0,42850000.0,38000000.0,0.5787631271878646,0.2322053675612602,0.1750291715285881,0.014002333722287048,0.3465577596266044,27.112018669778298,25.11111111111111,0.45507584597432904,36,12,12,8,4
2023,New England Revolution,NE,unknown,unknown,1,63925000.0,48250000.0,0.41454829878764177,0.3081736409855299,0.23856081345326555,0.038717246773562766,0.10637465780211186,25.434884630426282,25.023809523809526,0.27375831052014077,42,13,14,9,6
2023,New York City FC,NYC,unknown,unknown,2,52275000.0,48800000.0,0.6064084170253468,0.18555714968914394,0.1994261119081779,0.00860832137733142,0.4208512673362028,22.260640841702536,21.393939393939394,0.47441415590626496,33,11,9,9,4
2023,Orlando City SC,ORL,unknown,unknown,3,51000000.0,43500000.0,0.7274509803921568,0.1377450980392157,0.0892156862745098,0.045588235294117645,0.5897058823529411,26.516666666666666,23.41176470588235,0.5490196078431373,34,12,12,6,4
