season,tm_team_name,asa_team_id,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk
2026,Atlanta United FC,ATL,58250000.0,0.8085836909871245,0.08669527896995709,0.7218884120171674,30.478969957081546,25.785714285714285,0.7261802575107296,28,8,9,2
2026,Austin FC,ATX,49275000.0,0.6286149162861492,0.2252663622526636,0.4033485540334856,27.832572298325722,26.807692307692307,0.517503805175038,26,8,10,2
2026,CF Montréal,MTL,31550000.0,0.4968304278922345,0.31299524564183834,0.1838351822503962,25.138668779714738,23.466666666666665,0.554675118858954,30,11,10,3
2026,Charlotte FC,CLT,52700000.0,0.6309297912713473,0.21631878557874762,0.4146110056925997,29.656546489563567,26.142857142857142,0.5692599620493358,28,10,9,3
2026,Chicago Fire FC,CHI,51150000.0,0.7047898338220919,0.17546432062561096,0.5293255131964809,29.344086021505376,25.620689655172413,0.5865102639296188,29,11,10,3
2026,Colorado Rapids,COL,28625000.0,0.41572052401746723,0.40611353711790393,0.009606986899563297,26.111790393013102,23.4,0.4366812227074236,30,12,9,3
2026,Columbus Crew,CLB,31100000.0,0.5530546623794212,0.2620578778135048,0.29099678456591643,28.371382636655948,25.93548387096774,0.5787781350482315,31,8,9,5
2026,D.C. United,DC,21325000.0,0.5134818288393904,0.2989449003516999,0.21453692848769051,27.042203985932005,25.555555555555557,0.37514654161781946,27,11,9,4
2026,FC Cincinnati,CIN,36575000.0,0.4839371155160629,0.3198906356801094,0.1640464798359535,27.48051948051948,25.25,0.5741626794258373,28,11,8,3
2026,FC Dallas,DAL,21375000.0,0.631578947368421,0.24210526315789474,0.3894736842105263,27.666666666666668,23.764705882352942,0.5614035087719298,34,12,11,3
2026,Houston Dynamo FC,HOU,32400000.0,0.35185185185185186,0.18209876543209877,0.1697530864197531,28.700617283950617,27.615384615384617,0.3395061728395062,26,8,8,3
2026,Inter Miami CF,MIA,85750000.0,0.5072886297376094,0.056851311953352766,0.4504373177842566,33.49620991253644,24.962962962962962,0.8104956268221575,27,6,10,3
2026,Los Angeles FC,LAFC,91800000.0,0.7587145969498911,0.14052287581699346,0.6181917211328976,31.33986928104575,26.551724137931036,0.6971677559912854,29,10,9,3
2026,Los Angeles Galaxy,LAG,69050000.0,0.5648081100651702,0.20166545981173062,0.36314265025343956,27.437364228819696,25.814814814814813,0.46343229543808834,27,8,11,3
2026,Minnesota United FC,MIN,33535000.0,0.4234381988966751,0.20426420158043834,0.21917399731623677,26.702549575070822,25.366666666666667,0.41747428060235575,30,11,9,3
2026,Nashville SC,NSH,36150000.0,0.7033195020746889,0.13416320885200553,0.5691562932226834,28.986168741355463,25.666666666666668,0.6224066390041494,27,8,11,3
2026,New England Revolution,NE,43325000.0,0.4293133294864397,0.10790536641661858,0.3214079630698211,28.512983266012697,24.444444444444443,0.4616272360069244,27,10,10,3
2026,New York City FC,NYC,38075000.0,0.5988181221273802,0.21208141825344715,0.386736703873933,25.07485226526592,24.34375,0.5646749835850295,32,10,9,4
2026,Orlando City SC,ORL,30775000.0,0.4606011372867587,0.20146222583265638,0.25913891145410234,27.474411047928513,24.23076923076923,0.42242079610073113,26,10,8,2
2026,Philadelphia Union,PHI,15675000.0,0.18341307814992025,0.16267942583732056,0.020733652312599687,26.494417862838915,23.620689655172413,0.41467304625199364,29,11,9,3
2026,Portland Timbers,POR,36400000.0,0.6016483516483516,0.34203296703296704,0.2596153846153846,26.689560439560438,26.307692307692307,0.4532967032967033,26,10,10,3
2026,Real Salt Lake City,RSL,18500000.0,0.11891891891891893,0.4540540540540541,-0.33513513513513515,26.38918918918919,23.4,0.5135135135135135,35,14,11,2
2026,Red Bull New York,NYRB,23925000.0,0.664576802507837,0.2507836990595611,0.4137931034482759,28.48798328108673,23.29032258064516,0.5851619644723093,31,12,9,5
2026,San Diego FC,SD,52425000.0,0.9194086790653314,0.04530281354315689,0.8741058655221745,29.027181688125893,25.03448275862069,0.7343824511206486,29,10,10,3
2026,San Jose Earthquakes,SJ,19575000.0,0.04086845466155811,0.4904214559386973,-0.44955300127713915,27.21072796934866,25.6,0.45977011494252873,30,5,10,4
2026,Seattle Sounders FC,SEA,54625000.0,0.5295194508009153,0.26407322654462245,0.2654462242562929,28.387643020594965,26.785714285714285,0.39359267734553777,28,10,10,3
2026,Sporting Kansas City,SKC,10775000.0,0.7262180974477959,0.17633410672853828,0.5498839907192576,26.378190255220417,23.875,0.6960556844547564,24,7,8,4
2026,St. Louis CITY SC,STL,33975000.0,0.27520235467255333,0.20382634289919058,0.07137601177336275,27.56438557763061,25.857142857142858,0.3237674760853569,28,8,10,2
2026,Toronto FC,TOR,32525000.0,0.4242890084550346,0.2521137586471945,0.1721752498078401,28.61337432744043,25.75,0.4765564950038432,28,8,12,3
2026,Vancouver Whitecaps FC,VAN,41800000.0,0.5610047846889952,0.22727272727272727,0.3337320574162679,30.289473684210527,25.655172413793103,0.5143540669856459,29,10,10,3
