season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2024,AJ Auxerre,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,86900000.0,0.43670886075949367,0.3273878020713464,0.10932105868814729,24.13578826237054,23.025641025641026,0.4142692750287687,39,10,17,4,FR1,Auxerre,full
2024,AS Monaco,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,411150000.0,0.44728201386355343,0.32591511613766266,0.12136689772589077,23.24322023592363,22.135135135135137,0.2553812477198103,37,11,11,4,FR1,Monaco,full
2024,AS Saint-Étienne,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,81600000.0,0.5024509803921569,0.14215686274509803,0.3602941176470588,22.324142156862745,23.846153846153847,0.46568627450980393,39,13,14,4,FR1,,full
2024,Angers SCO,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,51650000.0,0.5198451113262342,0.21781219748305905,0.3020329138431752,24.917715392061954,24.31578947368421,0.40658276863504356,38,15,12,3,FR1,Angers,full
2024,FC Nantes,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,114650000.0,0.46445704317488007,0.33536851286524205,0.12908853030963802,24.07937200174444,25.058823529411764,0.39249890972525076,34,12,13,4,FR1,,full
2024,FC Toulouse,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,121600000.0,0.26726973684210525,0.4185855263157895,-0.15131578947368424,23.055098684210527,22.941176470588236,0.41118421052631576,34,12,12,5,FR1,Toulouse,full
2024,LOSC Lille,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,336550000.0,0.4648640618035953,0.23206061506462636,0.23280344673896894,22.812063586391325,23.925,0.3060466498291487,40,14,13,4,FR1,Lille,full
2024,Le Havre AC,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,70550000.0,0.21615875265768958,0.3982990786676116,-0.18214032600992203,23.953933380581148,23.69047619047619,0.297661233167966,42,15,11,4,FR1,Le Havre,full
2024,Montpellier HSC,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,65850000.0,0.3720577069096431,0.36142748671222474,0.010630220197418383,24.90584662110858,23.675,0.25816249050873197,40,14,14,3,FR1,,full
2024,OGC Nice,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,227050000.0,0.45034133450781766,0.2594142259414226,0.19092710856639505,24.25633120458049,22.878048780487806,0.26425897379431845,41,13,14,4,FR1,Nice,full
2024,Olympique Lyon,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,309850000.0,0.5557527836049702,0.20655155720509924,0.34920122639987095,23.930772954655477,24.486486486486488,0.32273680813296757,37,12,10,6,FR1,Lyon,full
2024,Olympique Marseille,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,358000000.0,0.38924581005586595,0.25865921787709495,0.130586592178771,24.419692737430168,23.5,0.26536312849162014,40,13,14,4,FR1,Marseille,full
2024,Paris Saint-Germain,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,1142000000.0,0.4010507880910683,0.28458844133099825,0.11646234676007006,23.145796847635726,22.11764705882353,0.23642732049036777,34,11,12,4,FR1,Paris Saint Germain,full
2024,RC Lens,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,221450000.0,0.20162564913072928,0.5527207044479566,-0.35109505531722734,24.156694513434182,23.674418604651162,0.3838338225333032,43,14,17,7,FR1,Lens,full
2024,RC Strasbourg Alsace,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,307850000.0,0.3167126847490661,0.30469384440474256,0.012018840344323545,20.463212603540686,20.642857142857142,0.2761084943966217,42,15,15,4,FR1,Strasbourg,full
2024,Stade Brestois 29,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,110650000.0,0.38906461816538634,0.350655219159512,0.03840939900587437,25.530501581563488,24.18918918918919,0.24401265250790782,37,14,13,3,FR1,,full
2024,Stade Reims,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,152500000.0,0.23737704918032787,0.33901639344262297,-0.1016393442622951,23.88393442622951,22.55,0.3081967213114754,40,14,13,3,FR1,,full
2024,Stade Rennais FC,,2026-07-06T01:33:19.102386+00:00,current_scrape,0,294700000.0,0.3545978961655921,0.31150322361723787,0.04309467254835425,23.93009840515779,23.767441860465116,0.2375296912114014,43,14,13,5,FR1,,full
