season,tm_team_name,asa_team_id,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk
2018,Atlanta United FC,ATL,44500000.0,0.6202247191011236,0.20337078651685395,0.4168539325842697,24.687078651685393,23.714285714285715,0.4606741573033708,35,13,10,3
2018,CF Montréal,MTL,26650000.0,0.47842401500938087,0.28893058161350843,0.18949343339587243,28.24015009380863,24.485714285714284,0.4878048780487805,35,11,12,4
2018,Chicago Fire FC,CHI,42550000.0,0.6933019976498237,0.13278495887191538,0.5605170387779084,29.347238542890718,25.0,0.6462984723854289,32,9,10,5
2018,Colorado Rapids,COL,15100000.0,0.15066225165562913,0.3923841059602649,-0.24172185430463577,27.165562913907284,24.59375,0.2814569536423841,32,8,15,3
2018,Columbus Crew,CLB,31600000.0,0.46281645569620256,0.189873417721519,0.27294303797468356,27.21123417721519,25.358974358974358,0.30063291139240506,39,16,12,6
2018,D.C. United,DC,34350000.0,0.6928675400291121,0.16957787481804948,0.5232896652110626,28.437409024745268,24.59375,0.586608442503639,32,10,10,3
2018,FC Cincinnati,CIN,23575000.0,0.25874867444326616,0.2841993637327678,-0.025450689289501616,26.531283138918347,25.076923076923077,0.2757158006362672,39,9,13,4
2018,FC Dallas,DAL,14700000.0,0.3469387755102041,0.4217687074829932,-0.07482993197278914,26.027210884353742,23.029411764705884,0.30612244897959184,34,13,11,3
2018,Houston Dynamo FC,HOU,19125000.0,0.5084967320261438,0.3241830065359477,0.18431372549019603,26.558169934640524,25.216216216216218,0.23529411764705882,37,13,15,3
2018,Los Angeles FC,LAFC,24300000.0,0.6358024691358025,0.23559670781893005,0.40020576131687247,27.63888888888889,23.78125,0.5967078189300411,32,12,12,3
2018,Los Angeles Galaxy,LAG,48300000.0,0.3302277432712215,0.42028985507246375,-0.09006211180124224,27.502587991718425,24.6,0.5590062111801242,35,12,13,3
2018,Minnesota United FC,MIN,22425000.0,0.35674470457079155,0.2987736900780379,0.05797101449275366,27.842809364548494,25.516129032258064,0.3010033444816054,31,8,11,3
2018,New England Revolution,NE,22775000.0,0.579582875960483,0.265642151481888,0.31394072447859495,27.260153677277717,24.7,0.41712403951701427,30,11,9,3
2018,New York City FC,NYC,18500000.0,0.43108108108108106,0.31216216216216214,0.11891891891891893,26.160810810810812,23.066666666666666,0.36486486486486486,30,8,11,4
2018,Orlando City SC,ORL,25900000.0,0.6515444015444015,0.18146718146718147,0.4700772200772201,28.502895752895753,24.12121212121212,0.5694980694980695,33,11,11,4
2018,Philadelphia Union,PHI,22450000.0,0.4888641425389755,0.14253897550111358,0.34632516703786187,27.959910913140313,24.176470588235293,0.46770601336302897,34,11,11,5
2018,Portland Timbers,POR,26375000.0,0.5734597156398105,0.2995260663507109,0.2739336492890996,27.53554502369668,25.344827586206897,0.4549763033175355,29,11,9,4
2018,Real Salt Lake City,RSL,19275000.0,0.2905317769130999,0.3009079118028534,-0.01037613488975353,26.884565499351492,24.44736842105263,0.311284046692607,38,12,13,5
2018,Red Bull New York,NYRB,18225000.0,0.5102880658436214,0.23868312757201646,0.2716049382716049,26.017832647462278,23.53125,0.37037037037037035,32,14,9,4
2018,San Jose Earthquakes,SJ,19400000.0,0.4536082474226804,0.32216494845360827,0.13144329896907214,26.492268041237114,23.636363636363637,0.36082474226804123,33,10,11,5
2018,Seattle Sounders FC,SEA,30000000.0,0.475,0.30916666666666665,0.16583333333333333,26.326666666666668,23.916666666666668,0.45,36,13,14,4
2018,Sporting Kansas City,SKC,22100000.0,0.2918552036199095,0.29411764705882354,-0.002262443438914019,27.816742081447963,24.714285714285715,0.3054298642533937,35,8,11,4
2018,Toronto FC,TOR,31275000.0,0.5267785771382894,0.2422062350119904,0.28457234212629895,27.058353317346125,24.542857142857144,0.47961630695443647,35,13,11,3
2018,Vancouver Whitecaps FC,VAN,18250000.0,0.5328767123287671,0.29178082191780824,0.24109589041095886,25.912328767123288,23.419354838709676,0.4520547945205479,31,9,13,4
