season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2026,AD Ceuta FC,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,8600000.0,0.5406976744186046,0.23255813953488372,0.3081395348837209,28.337209302325583,28.0,0.26744186046511625,25,10,6,2,ES2,Ceuta,full
2026,Albacete Balompié,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,12500000.0,0.32,0.356,-0.035999999999999976,27.024,27.26086956521739,0.24,23,7,8,1,ES2,Albacete,full
2026,Burgos CF,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,15950000.0,0.3322884012539185,0.2476489028213166,0.0846394984326019,26.078369905956112,25.7,0.3761755485893417,20,6,6,1,ES2,Burgos,full
2026,CD Castellón,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,17300000.0,0.5924855491329479,0.23699421965317918,0.35549132947976875,27.034682080924856,27.76923076923077,0.32947976878612717,26,12,7,2,ES2,Castellón,full
2026,CD Eldense,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,3400000.0,0.45588235294117646,0.4117647058823529,0.04411764705882354,24.955882352941178,25.076923076923077,0.38235294117647056,13,7,4,0,ES2,,full
2026,CD Leganés,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,15100000.0,0.3841059602649007,0.3973509933774834,-0.013245033112582738,26.211920529801326,26.5,0.31788079470198677,22,8,9,1,ES2,Leganés,full
2026,CD Tenerife,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,9000000.0,0.5111111111111111,0.21666666666666667,0.2944444444444444,25.616666666666667,26.444444444444443,0.23333333333333334,27,13,6,2,ES2,,full
2026,CE Sabadell FC,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,4700000.0,0.4734042553191489,0.2127659574468085,0.2606382978723404,26.94148936170213,26.904761904761905,0.2765957446808511,21,9,5,2,ES2,,full
2026,Cádiz CF,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,20900000.0,0.47607655502392343,0.20574162679425836,0.2703349282296651,25.385167464114833,24.962962962962962,0.31100478468899523,27,12,8,3,ES2,Cádiz,full
2026,Córdoba CF,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,12725000.0,0.3241650294695481,0.40078585461689586,-0.07662082514734775,25.776031434184677,25.23076923076923,0.2593320235756385,26,10,11,3,ES2,Córdoba,full
2026,FC Andorra,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,12750000.0,0.34901960784313724,0.3137254901960784,0.03529411764705881,24.231372549019607,24.576923076923077,0.35294117647058826,26,10,9,1,ES2,FC Andorra,full
2026,Girona FC,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,110850000.0,0.6283265674334686,0.15155615696887687,0.47677041046459173,25.006314839873703,25.692307692307693,0.3969327920613442,26,13,5,2,ES2,,full
2026,Granada CF,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,15100000.0,0.24503311258278146,0.4900662251655629,-0.24503311258278146,25.205298013245034,25.6,0.40397350993377484,15,4,7,1,ES2,Granada,full
2026,RC Celta Fortuna,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,6500000.0,0.47692307692307695,0.2923076923076923,0.18461538461538463,20.869230769230768,20.772727272727273,0.3076923076923077,22,8,8,3,ES2,,full
2026,RCD Mallorca,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,58700000.0,0.4122657580919932,0.16183986371379896,0.2504258943781942,24.545144804088586,26.5,0.596252129471891,20,7,6,1,ES2,,full
2026,Real Oviedo,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,28150000.0,0.5293072824156305,0.20426287744227353,0.32504440497335696,26.811722912966253,26.428571428571427,0.37300177619893427,21,11,6,1,ES2,,full
2026,Real Sociedad B,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,23650000.0,0.6363636363636364,0.13530655391120508,0.5010570824524313,20.87103594080338,20.962962962962962,0.3594080338266385,27,11,8,1,ES2,Real Sociedad II,full
2026,Real Valladolid CF,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,27100000.0,0.45387453874538747,0.30996309963099633,0.14391143911439114,24.490774907749078,24.266666666666666,0.22140221402214022,30,14,10,1,ES2,Real Valladolid,full
2026,SD Eibar,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,15600000.0,0.46794871794871795,0.1955128205128205,0.27243589743589747,26.528846153846153,27.48,0.27564102564102566,25,9,8,2,ES2,Eibar,full
2026,Sporting Gijón,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,25000000.0,0.528,0.284,0.24400000000000005,26.164,26.45,0.4,20,6,7,2,ES2,Sporting Gijón,full
2026,UD Almería,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,70150000.0,0.5844618674269423,0.13114754098360656,0.4533143264433357,24.640057020669992,26.470588235294116,0.5559515324305061,34,13,11,3,ES2,Almería,full
2026,UD Las Palmas,,2026-07-06T11:29:12.684428+00:00,current_scrape,0,26450000.0,0.3856332703213611,0.30812854442344045,0.07750472589792062,26.3062381852552,25.444444444444443,0.3780718336483932,27,10,9,3,ES2,Las Palmas,full
