season,tm_team_name,asa_team_id,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk
2017,Atlanta United FC,ATL,21900000.0,0.4497716894977169,0.2534246575342466,0.1963470319634703,25.659817351598175,23.08823529411765,0.4840182648401826,34,11,10,4
2017,CF Montréal,MTL,26225000.0,0.25643469971401334,0.43469971401334606,-0.17826501429933272,29.372735938989514,25.085714285714285,0.5719733079122974,35,10,11,4
2017,Chicago Fire FC,CHI,28125000.0,0.44355555555555554,0.112,0.33155555555555555,28.68888888888889,24.62857142857143,0.5155555555555555,35,12,10,3
2017,Colorado Rapids,COL,27700000.0,0.5243682310469314,0.23465703971119134,0.2897111913357401,27.4413357400722,24.975609756097562,0.30685920577617326,41,16,13,5
2017,Columbus Crew,CLB,15675000.0,0.5980861244019139,0.15311004784688995,0.4449760765550239,27.574162679425836,24.8,0.4625199362041467,30,10,9,5
2017,D.C. United,DC,45375000.0,0.8286501377410468,0.0815426997245179,0.7471074380165289,29.068870523415978,25.06451612903226,0.7537190082644628,31,10,10,5
2017,FC Dallas,DAL,16400000.0,0.36585365853658536,0.3429878048780488,0.02286585365853655,26.55640243902439,23.02777777777778,0.25914634146341464,36,13,13,3
2017,Houston Dynamo FC,HOU,14475000.0,0.34196891191709844,0.36614853195164077,-0.024179620034542326,26.841105354058723,24.95,0.19343696027633853,40,14,14,4
2017,Los Angeles FC,LAFC,37950000.0,0.5276679841897233,0.3129117259552042,0.21475625823451905,27.36034255599473,24.242424242424242,0.6455862977602108,33,11,11,4
2017,Los Angeles Galaxy,LAG,41800000.0,0.5867224880382775,0.08971291866028708,0.49700956937799046,29.383373205741627,25.085714285714285,0.5741626794258373,35,10,11,5
2017,Minnesota United FC,MIN,19750000.0,0.35443037974683544,0.189873417721519,0.16455696202531644,28.018987341772153,25.88235294117647,0.45569620253164556,34,9,11,4
2017,New England Revolution,NE,13050000.0,0.44061302681992337,0.3103448275862069,0.13026819923371646,26.444444444444443,24.678571428571427,0.3371647509578544,28,8,10,3
2017,New York City FC,NYC,19475000.0,0.5006418485237484,0.26700898587933247,0.2336328626444159,27.545571245186135,24.0,0.3902439024390244,29,10,10,3
2017,Orlando City SC,ORL,19700000.0,0.3197969543147208,0.43781725888324874,-0.11802030456852791,27.6002538071066,24.771428571428572,0.3934010152284264,35,9,14,5
2017,Philadelphia Union,PHI,18275000.0,0.44049247606019154,0.14500683994528044,0.2954856361149111,27.655266757865938,23.65625,0.4103967168262654,32,12,10,4
2017,Portland Timbers,POR,23800000.0,0.5357142857142857,0.31407563025210083,0.22163865546218486,27.470588235294116,24.64864864864865,0.36554621848739494,37,14,12,4
2017,Real Salt Lake City,RSL,17575000.0,0.36984352773826457,0.35704125177809387,0.012802275960170695,26.846372688477953,24.86111111111111,0.310099573257468,36,10,15,5
2017,Red Bull New York,NYRB,14850000.0,0.4006734006734007,0.25084175084175087,0.14983164983164982,26.353535353535353,23.114285714285714,0.35353535353535354,35,13,13,3
2017,San Jose Earthquakes,SJ,15900000.0,0.4811320754716981,0.30974842767295596,0.17138364779874216,27.22327044025157,24.03125,0.4559748427672956,32,9,11,3
2017,Seattle Sounders FC,SEA,28350000.0,0.6843033509700176,0.23985890652557318,0.4444444444444444,27.6657848324515,24.594594594594593,0.4056437389770723,37,15,14,4
2017,Sporting Kansas City,SKC,23825000.0,0.316894018887723,0.3483735571878279,-0.031479538300104914,26.651626442812173,24.96875,0.3672612801678909,32,10,12,3
2017,Toronto FC,TOR,37850000.0,0.49735799207397624,0.3005284015852048,0.19682959048877147,27.70343461030383,24.405405405405407,0.5284015852047557,37,15,12,3
2017,Vancouver Whitecaps FC,VAN,19750000.0,0.2670886075949367,0.34810126582278483,-0.08101265822784814,26.174683544303797,24.323529411764707,0.379746835443038,34,10,14,5
