season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,top15_value_eur,att_value_pct,def_value_pct,mid_value_pct,gk_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_mid,n_gk
2021,Atlanta United FC,ATL,unknown,unknown,4,74625000.0,68475000.0,0.6592964824120603,0.16817420435510888,0.13098827470686766,0.04154103852596315,0.4911222780569514,23.79396984924623,23.97142857142857,0.5360134003350083,35,11,12,6,6
2021,Austin FC,ATX,unknown,unknown,4,40200000.0,31700000.0,0.6529850746268657,0.12064676616915423,0.2126865671641791,0.013681592039800995,0.5323383084577115,25.02363184079602,25.22222222222222,0.41044776119402987,27,11,8,5,3
2021,CF Montréal,MTL,unknown,unknown,1,26575000.0,23900000.0,0.38005644402634053,0.19567262464722485,0.4063969896519285,0.017873941674506115,0.1843838193791157,25.568203198494825,23.035714285714285,0.5268109125117592,28,8,8,9,3
2021,Charlotte FC,CLT,unknown,unknown,4,37325000.0,28600000.0,0.4815807099799062,0.25385130609511053,0.2056262558606832,0.058941728064300064,0.22772940388479568,24.017414601473543,23.96969696969697,0.29470864032150035,33,9,12,8,4
2021,Chicago Fire FC,CHI,unknown,unknown,3,35525000.0,32825000.0,0.6995073891625616,0.14004222378606615,0.13722730471498945,0.02322308233638283,0.5594651653764955,27.191414496833215,22.7,0.6474313863476425,30,12,10,4,4
2021,Colorado Rapids,COL,unknown,unknown,3,32225000.0,26500000.0,0.40806826997672613,0.17843289371605897,0.3708301008533747,0.04266873545384019,0.22963537626066716,26.356865787432117,25.466666666666665,0.3878975950349108,30,9,10,8,3
2021,Columbus Crew,CLB,unknown,unknown,6,54700000.0,42200000.0,0.5795246800731262,0.18921389396709323,0.19926873857404023,0.031992687385740404,0.390310786106033,26.520566727605118,25.785714285714285,0.40219378427787933,42,15,15,8,4
2021,D.C. United,DC,unknown,unknown,5,41675000.0,29875000.0,0.6226754649070186,0.16376724655068986,0.15476904619076184,0.05878824235152969,0.4589082183563288,26.377924415116976,23.511111111111113,0.39592081583683264,45,18,14,8,5
2021,FC Cincinnati,CIN,unknown,unknown,3,28600000.0,21025000.0,0.4729020979020979,0.3304195804195804,0.1145104895104895,0.08216783216783216,0.1424825174825175,25.50437062937063,24.65625,0.2972027972027972,32,11,10,6,5
2021,FC Dallas,DAL,unknown,unknown,5,32375000.0,26550000.0,0.5173745173745173,0.2501930501930502,0.1837837837837838,0.04864864864864865,0.2671814671814671,24.7019305019305,23.20689655172414,0.277992277992278,29,11,10,5,3
2021,Houston Dynamo FC,HOU,unknown,unknown,6,33260000.0,27900000.0,0.34981960312687915,0.22248947684906795,0.4073962717979555,0.020294648226097414,0.1273301262778112,27.147474443776307,24.181818181818183,0.4750450992182802,33,11,12,7,3
2021,Inter Miami CF,MIA,unknown,unknown,5,44550000.0,40475000.0,0.6156004489337823,0.25869809203142535,0.09764309764309764,0.028058361391694726,0.35690235690235694,28.409652076318743,24.11764705882353,0.6060606060606061,34,12,11,7,4
2021,Los Angeles FC,LAFC,unknown,unknown,1,97750000.0,79900000.0,0.7470588235294118,0.12327365728900255,0.11381074168797954,0.015856777493606138,0.6237851662404093,27.321739130434782,25.060606060606062,0.48081841432225064,33,13,11,6,3
