season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2024,Blackburn Rovers,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,67875000.0,0.5502762430939226,0.2861878453038674,0.2640883977900552,25.346961325966852,23.693877551020407,0.3020257826887661,49,18,16,5,GB2,Blackburn Rovers,full
2024,Bristol City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,60750000.0,0.34814814814814815,0.3102880658436214,0.037860082304526754,23.978600823045266,23.5,0.3045267489711934,34,12,12,3,GB2,Bristol City,full
2024,Burnley FC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,293075000.0,0.4799965879041201,0.345645312633285,0.13435127527083507,23.19773095623987,24.20754716981132,0.21154994455344195,53,26,16,3,GB2,,full
2024,Cardiff City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,56900000.0,0.36115992970123023,0.3224956063268893,0.03866432337434095,24.7908611599297,23.24,0.2548330404217926,50,20,14,3,GB2,,full
2024,Coventry City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,98975000.0,0.3849456933569083,0.2834049002273301,0.1015407931295782,24.394038898711795,23.2972972972973,0.3031068451629199,37,11,11,6,GB2,Coventry City,full
2024,Derby County,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,36000000.0,0.2048611111111111,0.5493055555555556,-0.3444444444444445,24.82638888888889,25.0,0.4027777777777778,44,16,15,3,GB2,Derby County,full
2024,Hull City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,86125000.0,0.4174165457184325,0.24412191582002904,0.17329462989840347,23.820609579100147,23.571428571428573,0.1509433962264151,49,19,13,5,GB2,Hull City,full
2024,Leeds United,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,247050000.0,0.5492815219591176,0.22667476219388788,0.32260675976522973,23.592390204412062,24.1,0.2995345071847804,30,12,8,3,GB2,,full
2024,Luton Town,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,86850000.0,0.4571099597006333,0.30109383995394357,0.15601611974668972,24.89119170984456,25.11111111111111,0.2360391479562464,45,17,16,4,GB2,,full
2024,Middlesbrough FC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,146725000.0,0.572329187255069,0.17140909865394446,0.4009200886011245,23.041403987050604,22.617021276595743,0.3271426137331743,48,17,15,5,GB2,Middlesbrough,full
2024,Millwall FC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,55525000.0,0.5159837910850968,0.19540747411076093,0.3205763169743359,23.119315623592975,23.444444444444443,0.3457901846015308,45,17,14,5,GB2,Millwall,full
2024,Norwich City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,151000000.0,0.5259933774834437,0.19519867549668873,0.3307947019867549,22.66341059602649,22.78723404255319,0.3509933774834437,47,19,12,5,GB2,Norwich City,full
2024,Oxford United,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,28425000.0,0.5127528583992964,0.2726473175021988,0.24010554089709762,24.115215479331574,24.904761904761905,0.24626209322779244,42,17,14,4,GB2,Oxford United,full
2024,Plymouth Argyle,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,53425000.0,0.40243331773514274,0.2686008423022929,0.13383247543284982,23.957884885353298,23.595238095238095,0.4117922321010763,42,13,14,6,GB2,,full
2024,Portsmouth FC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,29425000.0,0.4290569243840272,0.3296516567544605,0.0994052676295667,24.08836023789295,24.282608695652176,0.19711129991503823,47,17,15,5,GB2,Portsmouth,full
2024,Preston North End,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,49475000.0,0.3996968165740273,0.34057604850934814,0.05912076806467914,25.004042445679637,23.5609756097561,0.25871652349671553,41,12,15,4,GB2,Preston North End,full
2024,Queens Park Rangers,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,56100000.0,0.4362745098039216,0.3235294117647059,0.11274509803921567,23.579322638146166,23.21951219512195,0.24955436720142601,41,17,10,4,GB2,Queens Park Rangers,full
2024,Sheffield United,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,176700000.0,0.25268817204301075,0.38398415393322016,-0.1312959818902094,23.830786644029427,22.86046511627907,0.277306168647425,43,12,16,4,GB2,Sheffield United,full
2024,Sheffield Wednesday,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,39525000.0,0.2934851359898798,0.24035420619860848,0.05313092979127132,23.026565464895636,24.82051282051282,0.44275774826059455,39,13,14,5,GB2,Sheffield Wednesday,full
2024,Stoke City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,69625000.0,0.4351885098743267,0.2746858168761221,0.16050269299820463,22.948294434470377,22.822222222222223,0.3274685816876122,45,17,14,3,GB2,Stoke City,full
2024,Sunderland AFC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,208875000.0,0.41436265709156195,0.19940155595451825,0.2149611011370437,21.63375224416517,21.97826086956522,0.2872531418312388,46,18,14,4,GB2,,full
2024,Swansea City,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,55350000.0,0.33604336043360433,0.4024390243902439,-0.0663956639566396,24.61472448057814,24.166666666666668,0.3252032520325203,36,13,12,4,GB2,Swansea City,full
2024,Watford FC,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,68325000.0,0.2923527259421881,0.4463959019392609,-0.1540431759970728,23.052689352360044,22.794871794871796,0.2722283205268935,39,11,15,5,GB2,Watford,full
2024,West Bromwich Albion,,2026-07-06T01:07:41.052282+00:00,current_scrape,0,88675000.0,0.5238229489709614,0.1877643078658021,0.33605864110515926,24.945023963913165,23.043478260869566,0.36086833944178176,46,17,14,4,GB2,West Bromwich Albion,full
