season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,mid_value_pct,gk_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_mid,n_gk,league,canon_team_name,coverage_confidence
2026,AS Nancy-Lorraine,,2026-07-06T11:48:18.097909+00:00,current_scrape,1,11000000.0,0.32727272727272727,0.45,0.16818181818181818,0.05454545454545454,-0.12272727272727274,24.154545454545456,23.46153846153846,0.3181818181818182,26,9,7,7,3,FR2,AS Nancy Lorraine,full
2026,AS Saint-Étienne,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,86000000.0,0.5930232558139535,0.2895348837209302,0.08255813953488372,0.03488372093023256,0.3034883720930233,23.111627906976743,22.88888888888889,0.3953488372093023,27,10,11,5,1,FR2,Saint-Étienne,full
2026,Clermont Foot 63,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,14150000.0,0.15901060070671377,0.598939929328622,0.19257950530035337,0.04946996466431095,-0.43992932862190814,22.98233215547703,23.63157894736842,0.4452296819787986,19,5,8,4,2,FR2,Clermont Foot,full
2026,Dijon FCO,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,5500000.0,0.33636363636363636,0.3181818181818182,0.32727272727272727,0.01818181818181818,0.018181818181818188,26.677272727272726,26.833333333333332,0.23636363636363636,24,8,9,6,1,FR2,Dijon FCO,full
2026,EA Guingamp,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,10200000.0,0.43137254901960786,0.24509803921568626,0.2696078431372549,0.05392156862745098,0.1862745098039216,27.215686274509803,25.227272727272727,0.3627450980392157,22,5,7,7,3,FR2,Guingamp,full
2026,FC Annecy,,2026-07-06T11:48:18.097909+00:00,current_scrape,2,8700000.0,0.3218390804597701,0.40804597701149425,0.19540229885057472,0.07471264367816093,-0.08620689655172414,26.04597701149425,24.48,0.367816091954023,25,8,9,4,4,FR2,Annecy,full
2026,FC Metz,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,49500000.0,0.39090909090909093,0.20404040404040405,0.3505050505050505,0.05454545454545454,0.18686868686868688,22.352525252525254,24.136363636363637,0.4444444444444444,22,8,7,4,3,FR2,Metz,full
2026,FC Nantes,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,100675000.0,0.44201638937174076,0.3570896448969456,0.1636453935932456,0.037248572138068044,0.08492674447479515,22.10355103054383,24.48,0.5463123913583313,25,6,9,7,3,FR2,Nantes,full
2026,FC Sochaux-Montbéliard,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,6975000.0,0.4874551971326165,0.27956989247311825,0.12186379928315412,0.1111111111111111,0.20788530465949823,26.118279569892472,26.272727272727273,0.32974910394265233,22,11,6,3,2,FR2,Sochaux,full
2026,Grenoble Foot 38,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,13150000.0,0.29277566539923955,0.3688212927756654,0.20912547528517111,0.12927756653992395,-0.07604562737642584,25.486692015209126,25.56,0.2965779467680608,25,9,8,5,3,FR2,Grenoble,full
2026,Montpellier HSC,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,21750000.0,0.20919540229885059,0.4206896551724138,0.24367816091954023,0.12643678160919541,-0.21149425287356322,23.273563218390805,23.736842105263158,0.3448275862068966,19,5,7,4,3,FR2,Montpellier,full
2026,Pau FC,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,14300000.0,0.3776223776223776,0.43006993006993005,0.16783216783216784,0.024475524475524476,-0.05244755244755245,23.22027972027972,25.444444444444443,0.6153846153846154,18,5,7,3,3,FR2,Pau,full
2026,Red Star FC,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,14100000.0,0.31560283687943264,0.3546099290780142,0.23049645390070922,0.09929078014184398,-0.03900709219858156,26.29078014184397,26.38095238095238,0.2978723404255319,21,7,8,4,2,FR2,Red Star FC 93,full
2026,Rodez AF,,2026-07-06T11:48:18.097909+00:00,current_scrape,1,16450000.0,0.20820668693009117,0.43009118541033436,0.2765957446808511,0.0851063829787234,-0.2218844984802432,24.048632218844986,23.833333333333332,0.3525835866261398,24,6,8,7,3,FR2,Rodez Aveyron,full
2026,Stade Lavallois,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,10125000.0,0.3654320987654321,0.4148148148148148,0.19753086419753085,0.022222222222222223,-0.04938271604938271,25.385185185185186,26.333333333333332,0.2962962962962963,24,9,8,5,2,FR2,Stade Laval,full
2026,Stade Reims,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,67375000.0,0.5269016697588126,0.2894248608534323,0.1588126159554731,0.024860853432282004,0.2374768089053803,23.73135435992579,24.214285714285715,0.32653061224489793,28,14,6,5,3,FR2,Stade de Reims,full
2026,US Boulogne,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,8025000.0,0.2834890965732087,0.2398753894080997,0.35202492211838005,0.12461059190031153,0.04361370716510901,25.031152647975077,25.296296296296298,0.3115264797507788,27,7,9,7,4,FR2,Boulogne,full
2026,USL Dunkerque,,2026-07-06T11:48:18.097909+00:00,current_scrape,0,11550000.0,0.2813852813852814,0.3246753246753247,0.36796536796536794,0.025974025974025976,-0.04329004329004327,23.16017316017316,23.1,0.6493506493506493,20,6,6,4,3,FR2,Dunkerque,full
