season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2024,AFC Wimbledon,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4975000.0,0.2964824120603015,0.2814070351758794,0.01507537688442212,24.77386934673367,23.694444444444443,0.2663316582914573,36,13,10,2,GB4,,full
2024,Accrington Stanley,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4075000.0,0.294478527607362,0.38650306748466257,-0.09202453987730058,22.73006134969325,21.976190476190474,0.25153374233128833,42,12,12,4,GB4,Accrington Stanley,full
2024,Barrow AFC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4700000.0,0.3351063829787234,0.2712765957446808,0.06382978723404259,24.9468085106383,25.36111111111111,0.21808510638297873,36,12,11,3,GB4,Barrow,full
2024,Bradford City,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,6475000.0,0.37065637065637064,0.4362934362934363,-0.06563706563706567,23.957528957528957,25.15,0.22007722007722008,40,15,14,4,GB4,,full
2024,Bromley FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,3700000.0,0.25,0.4797297297297297,-0.22972972972972971,23.135135135135137,23.833333333333332,0.25675675675675674,44,12,18,4,GB4,Bromley,full
2024,Carlisle United,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5800000.0,0.41810344827586204,0.29310344827586204,0.125,24.504310344827587,23.28,0.15517241379310345,50,18,15,3,GB4,,full
2024,Cheltenham Town,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,3600000.0,0.3055555555555556,0.4166666666666667,-0.1111111111111111,24.416666666666668,23.7027027027027,0.19444444444444445,38,12,11,5,GB4,Cheltenham Town,full
2024,Chesterfield FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5025000.0,0.43283582089552236,0.3482587064676617,0.08457711442786064,23.935323383084576,25.390243902439025,0.25870646766169153,41,16,13,3,GB4,Chesterfield,full
2024,Colchester United,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4625000.0,0.4540540540540541,0.34594594594594597,0.10810810810810811,24.437837837837836,22.86046511627907,0.24324324324324326,43,20,13,3,GB4,Colchester United,full
2024,Crewe Alexandra,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5675000.0,0.2026431718061674,0.3964757709251101,-0.1938325991189427,22.334801762114537,21.833333333333332,0.30837004405286345,36,9,12,3,GB4,Crewe Alexandra,full
2024,Doncaster Rovers,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5450000.0,0.26146788990825687,0.26605504587155965,-0.00458715596330278,23.922018348623855,23.37837837837838,0.25688073394495414,37,10,13,3,GB4,,full
